pmid,gene,year,title
40706604,SATB2,2025,The relevance of primary cilia in neurological disorders.
40701154,PAX6,2025,Epigenome profiling identifies H3K27me3 regulation of extracellular matrix composition in human cort
40701154,TBR2,2025,Epigenome profiling identifies H3K27me3 regulation of extracellular matrix composition in human cort
40701154,SOX2,2025,Epigenome profiling identifies H3K27me3 regulation of extracellular matrix composition in human cort
40701154,HOPX,2025,Epigenome profiling identifies H3K27me3 regulation of extracellular matrix composition in human cort
40701154,MTOR,2025,Epigenome profiling identifies H3K27me3 regulation of extracellular matrix composition in human cort
40701154,TSC2,2025,Epigenome profiling identifies H3K27me3 regulation of extracellular matrix composition in human cort
40701154,LIS1,2025,Epigenome profiling identifies H3K27me3 regulation of extracellular matrix composition in human cort
40701154,DCX,2025,Epigenome profiling identifies H3K27me3 regulation of extracellular matrix composition in human cort
40701154,SATB2,2025,Epigenome profiling identifies H3K27me3 regulation of extracellular matrix composition in human cort
40698928,PAX6,2025,Identification of novel human microcephaly-linked protein Mtss2 that mediates cortical progenitor ce
40698928,TBR2,2025,Identification of novel human microcephaly-linked protein Mtss2 that mediates cortical progenitor ce
40698928,SOX2,2025,Identification of novel human microcephaly-linked protein Mtss2 that mediates cortical progenitor ce
40698928,HOPX,2025,Identification of novel human microcephaly-linked protein Mtss2 that mediates cortical progenitor ce
40698928,MTOR,2025,Identification of novel human microcephaly-linked protein Mtss2 that mediates cortical progenitor ce
40698928,TSC2,2025,Identification of novel human microcephaly-linked protein Mtss2 that mediates cortical progenitor ce
40698928,LIS1,2025,Identification of novel human microcephaly-linked protein Mtss2 that mediates cortical progenitor ce
40698928,DCX,2025,Identification of novel human microcephaly-linked protein Mtss2 that mediates cortical progenitor ce
40698928,SATB2,2025,Identification of novel human microcephaly-linked protein Mtss2 that mediates cortical progenitor ce
40695594,PAX6,2025,"Altered Cerebral Cortical Gyrification in Ferrets with Neonatal Exposure to the Bacterial Endotoxin,"
40695594,TBR2,2025,"Altered Cerebral Cortical Gyrification in Ferrets with Neonatal Exposure to the Bacterial Endotoxin,"
40695594,SOX2,2025,"Altered Cerebral Cortical Gyrification in Ferrets with Neonatal Exposure to the Bacterial Endotoxin,"
40695594,HOPX,2025,"Altered Cerebral Cortical Gyrification in Ferrets with Neonatal Exposure to the Bacterial Endotoxin,"
40695594,MTOR,2025,"Altered Cerebral Cortical Gyrification in Ferrets with Neonatal Exposure to the Bacterial Endotoxin,"
40695594,TSC2,2025,"Altered Cerebral Cortical Gyrification in Ferrets with Neonatal Exposure to the Bacterial Endotoxin,"
40695594,LIS1,2025,"Altered Cerebral Cortical Gyrification in Ferrets with Neonatal Exposure to the Bacterial Endotoxin,"
40695594,DCX,2025,"Altered Cerebral Cortical Gyrification in Ferrets with Neonatal Exposure to the Bacterial Endotoxin,"
40695594,SATB2,2025,"Altered Cerebral Cortical Gyrification in Ferrets with Neonatal Exposure to the Bacterial Endotoxin,"
40692512,PAX6,2025,"Obstetric complications, cortical gyrification, and cognition in first-episode psychosis."
40692512,SOX2,2025,"Obstetric complications, cortical gyrification, and cognition in first-episode psychosis."
40692512,MTOR,2025,"Obstetric complications, cortical gyrification, and cognition in first-episode psychosis."
40685676,PAX6,2025,Mapping Genetic Associations With Functional Brain Area Alterations in Schizophrenia and Implication
40685676,SOX2,2025,Mapping Genetic Associations With Functional Brain Area Alterations in Schizophrenia and Implication
40685676,MTOR,2025,Mapping Genetic Associations With Functional Brain Area Alterations in Schizophrenia and Implication
40675814,PAX6,2025,Disrupted Neurogenesis from Basal Intermediate Precursor Cells Alters the Postnatal Neocortex in the
40675814,SOX2,2025,Disrupted Neurogenesis from Basal Intermediate Precursor Cells Alters the Postnatal Neocortex in the
40675814,MTOR,2025,Disrupted Neurogenesis from Basal Intermediate Precursor Cells Alters the Postnatal Neocortex in the
40674414,PAX6,2025,Cell-type-informed genotyping of mosaic focal epilepsies reveals cell-autonomous and non-cell-autono
40674414,SOX2,2025,Cell-type-informed genotyping of mosaic focal epilepsies reveals cell-autonomous and non-cell-autono
40674414,MTOR,2025,Cell-type-informed genotyping of mosaic focal epilepsies reveals cell-autonomous and non-cell-autono
40670292,PAX6,2025,Molecular Signatures in Cortical Development.
40670292,SOX2,2025,Molecular Signatures in Cortical Development.
40670292,MTOR,2025,Molecular Signatures in Cortical Development.
40660528,PAX6,2025,A novel mutation in the DYNC1H1 gene causing developmental and epileptic encephalopathy treated with
40660528,SOX2,2025,A novel mutation in the DYNC1H1 gene causing developmental and epileptic encephalopathy treated with
40660528,MTOR,2025,A novel mutation in the DYNC1H1 gene causing developmental and epileptic encephalopathy treated with
40639359,PAX6,2025,Exploring the Mechanisms Underlying the Development and Evolution of the Mammalian Cerebrum Using Gy
40639359,SOX2,2025,Exploring the Mechanisms Underlying the Development and Evolution of the Mammalian Cerebrum Using Gy
40639359,MTOR,2025,Exploring the Mechanisms Underlying the Development and Evolution of the Mammalian Cerebrum Using Gy
40636274,PAX6,2025,Sex Differences in Cortical Structural Alterations in Major Depressive Disorder With Suicidal Ideati
40636274,SOX2,2025,Sex Differences in Cortical Structural Alterations in Major Depressive Disorder With Suicidal Ideati
40636274,MTOR,2025,Sex Differences in Cortical Structural Alterations in Major Depressive Disorder With Suicidal Ideati
40628250,PAX6,2025,Neocortex Folding in Primates up to Human: Evolution and Mechanisms.
40628250,SOX2,2025,Neocortex Folding in Primates up to Human: Evolution and Mechanisms.
40628250,MTOR,2025,Neocortex Folding in Primates up to Human: Evolution and Mechanisms.
40618931,PAX6,2025,Effect of antivirals on clinical and lab-adapted human cytomegalovirus strains using induced pluripo
40618931,SOX2,2025,Effect of antivirals on clinical and lab-adapted human cytomegalovirus strains using induced pluripo
40618931,MTOR,2025,Effect of antivirals on clinical and lab-adapted human cytomegalovirus strains using induced pluripo
40618545,PAX6,2025,Predictors of brain atrophy in focal epilepsy.
40618545,SOX2,2025,Predictors of brain atrophy in focal epilepsy.
40618545,MTOR,2025,Predictors of brain atrophy in focal epilepsy.
40615590,PAX6,2025,Human thalamocortical structural connectivity develops in line with a hierarchical axis of cortical 
40615590,SOX2,2025,Human thalamocortical structural connectivity develops in line with a hierarchical axis of cortical 
40615590,MTOR,2025,Human thalamocortical structural connectivity develops in line with a hierarchical axis of cortical 
40614388,PAX6,2025,Diagnostic performance of morphometric analysis program in pediatric epilepsy surgery.
40614388,SOX2,2025,Diagnostic performance of morphometric analysis program in pediatric epilepsy surgery.
40614388,MTOR,2025,Diagnostic performance of morphometric analysis program in pediatric epilepsy surgery.
40613368,PAX6,2025,Characteristics of Cerebral Cortical Structural Alterations in Female Patients with Systemic Lupus E
40613368,SOX2,2025,Characteristics of Cerebral Cortical Structural Alterations in Female Patients with Systemic Lupus E
40613368,MTOR,2025,Characteristics of Cerebral Cortical Structural Alterations in Female Patients with Systemic Lupus E
40602593,PAX6,2025,HDAC6 inhibition enhances peroxiredoxin 1 acetylation to mitigate oxidative stress and seizure activ
40602593,SOX2,2025,HDAC6 inhibition enhances peroxiredoxin 1 acetylation to mitigate oxidative stress and seizure activ
40602593,MTOR,2025,HDAC6 inhibition enhances peroxiredoxin 1 acetylation to mitigate oxidative stress and seizure activ
40593693,PAX6,2025,α7 nicotinic acetylcholine receptors regulate radial glia fate in the developing human cortex.
40593693,SOX2,2025,α7 nicotinic acetylcholine receptors regulate radial glia fate in the developing human cortex.
40593693,MTOR,2025,α7 nicotinic acetylcholine receptors regulate radial glia fate in the developing human cortex.
40579458,PAX6,2025,Mechanosensitive PIEZO2 channels shape coronary artery development.
40579458,SOX2,2025,Mechanosensitive PIEZO2 channels shape coronary artery development.
40579458,MTOR,2025,Mechanosensitive PIEZO2 channels shape coronary artery development.
40541759,PAX6,2025,Altered structural covariance networks in nonsuicidal self-injury: Implications for socio-affective 
40541759,SOX2,2025,Altered structural covariance networks in nonsuicidal self-injury: Implications for socio-affective 
40541759,MTOR,2025,Altered structural covariance networks in nonsuicidal self-injury: Implications for socio-affective 
40541527,PAX6,2025,Evidence That Dmrta2 Acts through Repression of Pax6 in Cortical Patterning and Identification of a 
40541527,SOX2,2025,Evidence That Dmrta2 Acts through Repression of Pax6 in Cortical Patterning and Identification of a 
40541527,MTOR,2025,Evidence That Dmrta2 Acts through Repression of Pax6 in Cortical Patterning and Identification of a 
40541173,PAX6,2025,APOE4 impacts cortical neurodevelopment and alters network formation in human brain organoids.
40541173,SOX2,2025,APOE4 impacts cortical neurodevelopment and alters network formation in human brain organoids.
40541173,MTOR,2025,APOE4 impacts cortical neurodevelopment and alters network formation in human brain organoids.
40533793,PAX6,2025,A simple and quantitative ultrasonographic screening method for fetal Sylvian fissure abnormalities.
40533793,SOX2,2025,A simple and quantitative ultrasonographic screening method for fetal Sylvian fissure abnormalities.
40533793,MTOR,2025,A simple and quantitative ultrasonographic screening method for fetal Sylvian fissure abnormalities.
40527386,PAX6,2025,Age-dependent effects of cumulative methylphenidate exposure on brain structure and symptom ameliora
40527386,SOX2,2025,Age-dependent effects of cumulative methylphenidate exposure on brain structure and symptom ameliora
40527386,MTOR,2025,Age-dependent effects of cumulative methylphenidate exposure on brain structure and symptom ameliora
40524352,PAX6,2025,"Occipital Cephalocele, Polymicrogyria, Ocular Anomaly and Vermian Dysplasia: Prenatal Markers for Kn"
40524352,SOX2,2025,"Occipital Cephalocele, Polymicrogyria, Ocular Anomaly and Vermian Dysplasia: Prenatal Markers for Kn"
40524352,MTOR,2025,"Occipital Cephalocele, Polymicrogyria, Ocular Anomaly and Vermian Dysplasia: Prenatal Markers for Kn"
40517890,PAX6,2025,Recent advances in sMRI and artificial intelligence for presurgical planning in focal cortical dyspl
40517890,SOX2,2025,Recent advances in sMRI and artificial intelligence for presurgical planning in focal cortical dyspl
40517890,MTOR,2025,Recent advances in sMRI and artificial intelligence for presurgical planning in focal cortical dyspl
40509688,PAX6,2025,Orchestrating Neural Development Through mRNA Translation Regulation.
40509688,SOX2,2025,Orchestrating Neural Development Through mRNA Translation Regulation.
40509688,MTOR,2025,Orchestrating Neural Development Through mRNA Translation Regulation.
40461533,PAX6,2025,Cortical fold geometry modulates transcranial magnetic stimulation electric field strength and peak 
40461533,SOX2,2025,Cortical fold geometry modulates transcranial magnetic stimulation electric field strength and peak 
40461533,MTOR,2025,Cortical fold geometry modulates transcranial magnetic stimulation electric field strength and peak 
40444546,PAX6,2025,Altered Brain Structure in the Patients with Painful Temporomandibular Disorders: A Pilot Surface-ba
40444546,SOX2,2025,Altered Brain Structure in the Patients with Painful Temporomandibular Disorders: A Pilot Surface-ba
40444546,MTOR,2025,Altered Brain Structure in the Patients with Painful Temporomandibular Disorders: A Pilot Surface-ba
40437754,PAX6,2025,Ablation of dysmorphic neurons is a safe and effective treatment for focal cortical dysplasia II.
40437754,SOX2,2025,Ablation of dysmorphic neurons is a safe and effective treatment for focal cortical dysplasia II.
40437754,MTOR,2025,Ablation of dysmorphic neurons is a safe and effective treatment for focal cortical dysplasia II.
40424827,PAX6,2025,Cortical gyrification patterns associated with neuroticism in panic disorder and healthy individuals
40424827,SOX2,2025,Cortical gyrification patterns associated with neuroticism in panic disorder and healthy individuals
40424827,MTOR,2025,Cortical gyrification patterns associated with neuroticism in panic disorder and healthy individuals
40424148,PAX6,2025,Longitudinal associations between birth-to-six cortical growth and childhood neurocognitive function
40424148,SOX2,2025,Longitudinal associations between birth-to-six cortical growth and childhood neurocognitive function
40424148,MTOR,2025,Longitudinal associations between birth-to-six cortical growth and childhood neurocognitive function
40419689,PAX6,2025,Burst of gyrification in the human brain after birth.
40419689,SOX2,2025,Burst of gyrification in the human brain after birth.
40419689,MTOR,2025,Burst of gyrification in the human brain after birth.
40414938,PAX6,2025,Sex-related differences and associated transcriptional signatures in the brain ventricular system an
40414938,SOX2,2025,Sex-related differences and associated transcriptional signatures in the brain ventricular system an
40414938,MTOR,2025,Sex-related differences and associated transcriptional signatures in the brain ventricular system an
40407282,PAX6,2025,Theory of Mind in Myotonic Dystrophy Type 1 Is Associated With Cortical Gyrification and White Matte
40407282,SOX2,2025,Theory of Mind in Myotonic Dystrophy Type 1 Is Associated With Cortical Gyrification and White Matte
40407282,MTOR,2025,Theory of Mind in Myotonic Dystrophy Type 1 Is Associated With Cortical Gyrification and White Matte
40401444,PAX6,2025,Genome sequencing reveals CCDC88A variants in malformations of cortical development and immune dysfu
40401444,SOX2,2025,Genome sequencing reveals CCDC88A variants in malformations of cortical development and immune dysfu
40401444,MTOR,2025,Genome sequencing reveals CCDC88A variants in malformations of cortical development and immune dysfu
40389298,PAX6,2025,Anchoring Functional Connectivity to Individual Sulcal Morphology Yields Insights in a Pediatric Stu
40389298,SOX2,2025,Anchoring Functional Connectivity to Individual Sulcal Morphology Yields Insights in a Pediatric Stu
40389298,MTOR,2025,Anchoring Functional Connectivity to Individual Sulcal Morphology Yields Insights in a Pediatric Stu
40383290,PAX6,2025,"""Teaching the biology of neurodiversity for social change""."
40383290,SOX2,2025,"""Teaching the biology of neurodiversity for social change""."
40383290,MTOR,2025,"""Teaching the biology of neurodiversity for social change""."
40378378,PAX6,2025,Automated Whole-Brain Focal Cortical Dysplasia Detection Using MR Fingerprinting With Deep Learning.
40378378,SOX2,2025,Automated Whole-Brain Focal Cortical Dysplasia Detection Using MR Fingerprinting With Deep Learning.
40378378,MTOR,2025,Automated Whole-Brain Focal Cortical Dysplasia Detection Using MR Fingerprinting With Deep Learning.
40377017,PAX6,2025,E3 ubiquitin ligase RMND5A maintains the self-renewal state of human neural stem/precursor cells by 
40377017,SOX2,2025,E3 ubiquitin ligase RMND5A maintains the self-renewal state of human neural stem/precursor cells by 
40377017,MTOR,2025,E3 ubiquitin ligase RMND5A maintains the self-renewal state of human neural stem/precursor cells by 
40369080,PAX6,2025,A human-specific enhancer fine-tunes radial glia potency and corticogenesis.
40369080,SOX2,2025,A human-specific enhancer fine-tunes radial glia potency and corticogenesis.
40369080,MTOR,2025,A human-specific enhancer fine-tunes radial glia potency and corticogenesis.
40369074,PAX6,2025,Spatial transcriptomics reveals human cortical layer and area specification.
40369074,SOX2,2025,Spatial transcriptomics reveals human cortical layer and area specification.
40369074,MTOR,2025,Spatial transcriptomics reveals human cortical layer and area specification.
40366453,PAX6,2025,Fenfluramine: an effective treatment for developmental epileptic encephalopathies beyond Dravet and 
40366453,SOX2,2025,Fenfluramine: an effective treatment for developmental epileptic encephalopathies beyond Dravet and 
40366453,MTOR,2025,Fenfluramine: an effective treatment for developmental epileptic encephalopathies beyond Dravet and 
40357842,PAX6,2025,Effect of stereo-EEG versus subdural EEG on functional and seizure outcome in pediatric and adult ep
40357842,SOX2,2025,Effect of stereo-EEG versus subdural EEG on functional and seizure outcome in pediatric and adult ep
40357842,MTOR,2025,Effect of stereo-EEG versus subdural EEG on functional and seizure outcome in pediatric and adult ep
40356302,PAX6,2025,Cortical Structure in Nodes of the Default Mode Network Estimates General Intelligence.
40356302,SOX2,2025,Cortical Structure in Nodes of the Default Mode Network Estimates General Intelligence.
40356302,MTOR,2025,Cortical Structure in Nodes of the Default Mode Network Estimates General Intelligence.
40339387,PAX6,2025,Every cell every gene all at once: Systems genetic approaches toward corticogenesis.
40339387,SOX2,2025,Every cell every gene all at once: Systems genetic approaches toward corticogenesis.
40339387,MTOR,2025,Every cell every gene all at once: Systems genetic approaches toward corticogenesis.
40335706,PAX6,2025,"Genome-wide association meta-analysis of age at onset of walking in over 70,000 infants of European "
40335706,SOX2,2025,"Genome-wide association meta-analysis of age at onset of walking in over 70,000 infants of European "
40335706,MTOR,2025,"Genome-wide association meta-analysis of age at onset of walking in over 70,000 infants of European "
40334867,PAX6,2025,"The interrelation of emotion regulation, anterior insula structure, and narcissistic traits."
40334867,SOX2,2025,"The interrelation of emotion regulation, anterior insula structure, and narcissistic traits."
40334867,MTOR,2025,"The interrelation of emotion regulation, anterior insula structure, and narcissistic traits."
40318840,PAX6,2025,Use of magnetic resonance structural imaging to identify disease progression in patients with mild c
40318840,SOX2,2025,Use of magnetic resonance structural imaging to identify disease progression in patients with mild c
40318840,MTOR,2025,Use of magnetic resonance structural imaging to identify disease progression in patients with mild c
40317327,PAX6,2025,Age at onset of epilepsy shapes neurocognitive profiles in focal cortical dysplasia.
40317327,SOX2,2025,Age at onset of epilepsy shapes neurocognitive profiles in focal cortical dysplasia.
40317327,MTOR,2025,Age at onset of epilepsy shapes neurocognitive profiles in focal cortical dysplasia.
40307383,PAX6,2025,Single-cell genotyping and transcriptomic profiling of mosaic focal cortical dysplasia.
40307383,SOX2,2025,Single-cell genotyping and transcriptomic profiling of mosaic focal cortical dysplasia.
40307383,MTOR,2025,Single-cell genotyping and transcriptomic profiling of mosaic focal cortical dysplasia.
40307105,PAX6,2025,Mechanical stress connects cortical folding to fiber organization in the developing brain.
40307105,SOX2,2025,Mechanical stress connects cortical folding to fiber organization in the developing brain.
40307105,MTOR,2025,Mechanical stress connects cortical folding to fiber organization in the developing brain.
40300336,MTOR,2025,MiR-125/let-7 cluster orchestrates neuronal cell fate determination and cortical layer formation dur
40300336,TUBA1A,2025,MiR-125/let-7 cluster orchestrates neuronal cell fate determination and cortical layer formation dur
40300336,TUBB3,2025,MiR-125/let-7 cluster orchestrates neuronal cell fate determination and cortical layer formation dur
40300336,FEZF2,2025,MiR-125/let-7 cluster orchestrates neuronal cell fate determination and cortical layer formation dur
40294031,MTOR,2025,Computational modeling of frequency-dependent neocortical response to thalamic neurostimulation in e
40294031,TUBA1A,2025,Computational modeling of frequency-dependent neocortical response to thalamic neurostimulation in e
40294031,TUBB3,2025,Computational modeling of frequency-dependent neocortical response to thalamic neurostimulation in e
40294031,FEZF2,2025,Computational modeling of frequency-dependent neocortical response to thalamic neurostimulation in e
40293058,MTOR,2025,Cell type mapping of mild malformations of cortical development with oligodendroglial hyperplasia in
40293058,TUBA1A,2025,Cell type mapping of mild malformations of cortical development with oligodendroglial hyperplasia in
40293058,TUBB3,2025,Cell type mapping of mild malformations of cortical development with oligodendroglial hyperplasia in
40293058,FEZF2,2025,Cell type mapping of mild malformations of cortical development with oligodendroglial hyperplasia in
40288525,MTOR,2025,Automated Detection and Localization of Focal Cortical Dysplasia Type II: The Optimized Detection Fr
40288525,TUBA1A,2025,Automated Detection and Localization of Focal Cortical Dysplasia Type II: The Optimized Detection Fr
40288525,TUBB3,2025,Automated Detection and Localization of Focal Cortical Dysplasia Type II: The Optimized Detection Fr
40288525,FEZF2,2025,Automated Detection and Localization of Focal Cortical Dysplasia Type II: The Optimized Detection Fr
40282380,MTOR,2025,Identification of Novel Mosaic Variants in Focal Epilepsy-Associated Patients' Brain Lesions.
40282380,TUBA1A,2025,Identification of Novel Mosaic Variants in Focal Epilepsy-Associated Patients' Brain Lesions.
40282380,TUBB3,2025,Identification of Novel Mosaic Variants in Focal Epilepsy-Associated Patients' Brain Lesions.
40282380,FEZF2,2025,Identification of Novel Mosaic Variants in Focal Epilepsy-Associated Patients' Brain Lesions.
40262673,MTOR,2025,Dietary inflammatory index during pregnancy and its relationship with gyrification and IQ in young a
40262673,TUBA1A,2025,Dietary inflammatory index during pregnancy and its relationship with gyrification and IQ in young a
40262673,TUBB3,2025,Dietary inflammatory index during pregnancy and its relationship with gyrification and IQ in young a
40262673,FEZF2,2025,Dietary inflammatory index during pregnancy and its relationship with gyrification and IQ in young a
40262545,MTOR,2025,A Bioinformatic Investigation into a Unique Human FOXM1 Exon Variant and Its Relevance to Gyrencepha
40262545,TUBA1A,2025,A Bioinformatic Investigation into a Unique Human FOXM1 Exon Variant and Its Relevance to Gyrencepha
40262545,TUBB3,2025,A Bioinformatic Investigation into a Unique Human FOXM1 Exon Variant and Its Relevance to Gyrencepha
40262545,FEZF2,2025,A Bioinformatic Investigation into a Unique Human FOXM1 Exon Variant and Its Relevance to Gyrencepha
40259073,MTOR,2025,Integrated analysis of molecular atlases unveils modules driving developmental cell subtype specific
40259073,TUBA1A,2025,Integrated analysis of molecular atlases unveils modules driving developmental cell subtype specific
40259073,TUBB3,2025,Integrated analysis of molecular atlases unveils modules driving developmental cell subtype specific
40259073,FEZF2,2025,Integrated analysis of molecular atlases unveils modules driving developmental cell subtype specific
40257863,MTOR,2025,Requirements for the neurodevelopmental disorder-associated gene ZNF292 in human cortical interneuro
40257863,TUBA1A,2025,Requirements for the neurodevelopmental disorder-associated gene ZNF292 in human cortical interneuro
40257863,TUBB3,2025,Requirements for the neurodevelopmental disorder-associated gene ZNF292 in human cortical interneuro
40257863,FEZF2,2025,Requirements for the neurodevelopmental disorder-associated gene ZNF292 in human cortical interneuro
40246555,MTOR,2025,Characterizing the Diversity of Layer 2/3 Human Neocortical Neurons in Pediatric Epilepsy.
40246555,TUBA1A,2025,Characterizing the Diversity of Layer 2/3 Human Neocortical Neurons in Pediatric Epilepsy.
40246555,TUBB3,2025,Characterizing the Diversity of Layer 2/3 Human Neocortical Neurons in Pediatric Epilepsy.
40246555,FEZF2,2025,Characterizing the Diversity of Layer 2/3 Human Neocortical Neurons in Pediatric Epilepsy.
40246222,MTOR,2025,Distinct mitotic dynamics and neuronal migration patterns between gyri and sulci in the ferret neoco
40246222,TUBA1A,2025,Distinct mitotic dynamics and neuronal migration patterns between gyri and sulci in the ferret neoco
40246222,TUBB3,2025,Distinct mitotic dynamics and neuronal migration patterns between gyri and sulci in the ferret neoco
40246222,FEZF2,2025,Distinct mitotic dynamics and neuronal migration patterns between gyri and sulci in the ferret neoco
40246055,MTOR,2025,Alterations in structural and functional magnetic resonance imaging associated with cognitive functi
40246055,TUBA1A,2025,Alterations in structural and functional magnetic resonance imaging associated with cognitive functi
40246055,TUBB3,2025,Alterations in structural and functional magnetic resonance imaging associated with cognitive functi
40246055,FEZF2,2025,Alterations in structural and functional magnetic resonance imaging associated with cognitive functi
40242994,MTOR,2025,Dysregulation of miR‑24‑3p and miR‑186‑5p and GABA(A) receptor expression in focal cortical dysplasi
40242994,TUBA1A,2025,Dysregulation of miR‑24‑3p and miR‑186‑5p and GABA(A) receptor expression in focal cortical dysplasi
40242994,TUBB3,2025,Dysregulation of miR‑24‑3p and miR‑186‑5p and GABA(A) receptor expression in focal cortical dysplasi
40242994,FEZF2,2025,Dysregulation of miR‑24‑3p and miR‑186‑5p and GABA(A) receptor expression in focal cortical dysplasi
40235315,MTOR,2025,Alterations in dopaminergic innervation and receptors in focal cortical dysplasia.
40235315,TUBA1A,2025,Alterations in dopaminergic innervation and receptors in focal cortical dysplasia.
40235315,TUBB3,2025,Alterations in dopaminergic innervation and receptors in focal cortical dysplasia.
40235315,FEZF2,2025,Alterations in dopaminergic innervation and receptors in focal cortical dysplasia.
40220455,MTOR,2025,Neuroanatomical landscapes: Delineating the cortical signatures of pediatric major depressive disord
40220455,TUBA1A,2025,Neuroanatomical landscapes: Delineating the cortical signatures of pediatric major depressive disord
40220455,TUBB3,2025,Neuroanatomical landscapes: Delineating the cortical signatures of pediatric major depressive disord
40220455,FEZF2,2025,Neuroanatomical landscapes: Delineating the cortical signatures of pediatric major depressive disord
40210978,MTOR,2025,Transdiagnostic types of formal thought disorder and their association with gray matter brain struct
40210978,TUBA1A,2025,Transdiagnostic types of formal thought disorder and their association with gray matter brain struct
40210978,TUBB3,2025,Transdiagnostic types of formal thought disorder and their association with gray matter brain struct
40210978,FEZF2,2025,Transdiagnostic types of formal thought disorder and their association with gray matter brain struct
40209524,MTOR,2025,Clinical characteristics and predictors of seizure recurrence in children and adults undergoing fron
40209524,TUBA1A,2025,Clinical characteristics and predictors of seizure recurrence in children and adults undergoing fron
40209524,TUBB3,2025,Clinical characteristics and predictors of seizure recurrence in children and adults undergoing fron
40209524,FEZF2,2025,Clinical characteristics and predictors of seizure recurrence in children and adults undergoing fron
40209480,MTOR,2025,How psychostimulant treatment changes the brain morphometry in adults with ADHD: sMRI Comparison stu
40209480,TUBA1A,2025,How psychostimulant treatment changes the brain morphometry in adults with ADHD: sMRI Comparison stu
40209480,TUBB3,2025,How psychostimulant treatment changes the brain morphometry in adults with ADHD: sMRI Comparison stu
40209480,FEZF2,2025,How psychostimulant treatment changes the brain morphometry in adults with ADHD: sMRI Comparison stu
40199880,MTOR,2025,Transcriptomic and morphologic vascular aberrations underlying FCDIIb etiology.
40199880,TUBA1A,2025,Transcriptomic and morphologic vascular aberrations underlying FCDIIb etiology.
40199880,TUBB3,2025,Transcriptomic and morphologic vascular aberrations underlying FCDIIb etiology.
40199880,FEZF2,2025,Transcriptomic and morphologic vascular aberrations underlying FCDIIb etiology.
40198710,MTOR,2025,Cortical scaling of the neonatal brain in typical and altered development.
40198710,TUBA1A,2025,Cortical scaling of the neonatal brain in typical and altered development.
40198710,TUBB3,2025,Cortical scaling of the neonatal brain in typical and altered development.
40198710,FEZF2,2025,Cortical scaling of the neonatal brain in typical and altered development.
40195348,MTOR,2025,MRI signatures of cortical microstructure in human development align with oligodendrocyte cell-type 
40195348,TUBA1A,2025,MRI signatures of cortical microstructure in human development align with oligodendrocyte cell-type 
40195348,TUBB3,2025,MRI signatures of cortical microstructure in human development align with oligodendrocyte cell-type 
40195348,FEZF2,2025,MRI signatures of cortical microstructure in human development align with oligodendrocyte cell-type 
40195216,MTOR,2025,GLUT1 and Cerebral Glucose Hypometabolism in Human Focal Cortical Dysplasia Is Associated with Hyper
40195216,TUBA1A,2025,GLUT1 and Cerebral Glucose Hypometabolism in Human Focal Cortical Dysplasia Is Associated with Hyper
40195216,TUBB3,2025,GLUT1 and Cerebral Glucose Hypometabolism in Human Focal Cortical Dysplasia Is Associated with Hyper
40195216,FEZF2,2025,GLUT1 and Cerebral Glucose Hypometabolism in Human Focal Cortical Dysplasia Is Associated with Hyper
40189511,MTOR,2025,The response to anti-seizure medications and the development of pharmacoresistant epilepsy in malfor
40189511,TUBA1A,2025,The response to anti-seizure medications and the development of pharmacoresistant epilepsy in malfor
40189511,TUBB3,2025,The response to anti-seizure medications and the development of pharmacoresistant epilepsy in malfor
40189511,FEZF2,2025,The response to anti-seizure medications and the development of pharmacoresistant epilepsy in malfor
40189107,MTOR,2025,The impact of Alzheimer's disease on cortical complexity and its underlying biological mechanisms.
40189107,TUBA1A,2025,The impact of Alzheimer's disease on cortical complexity and its underlying biological mechanisms.
40189107,TUBB3,2025,The impact of Alzheimer's disease on cortical complexity and its underlying biological mechanisms.
40189107,FEZF2,2025,The impact of Alzheimer's disease on cortical complexity and its underlying biological mechanisms.
40188214,MTOR,2025,Multimodal MRI analysis of COVID-19 effects on pediatric brain.
40188214,TUBA1A,2025,Multimodal MRI analysis of COVID-19 effects on pediatric brain.
40188214,TUBB3,2025,Multimodal MRI analysis of COVID-19 effects on pediatric brain.
40188214,FEZF2,2025,Multimodal MRI analysis of COVID-19 effects on pediatric brain.
40187987,MTOR,2025,Detection of brain somatic mutations from stereo-EEG electrodes in focal epilepsy: Current advances 
40187987,TUBA1A,2025,Detection of brain somatic mutations from stereo-EEG electrodes in focal epilepsy: Current advances 
40187987,TUBB3,2025,Detection of brain somatic mutations from stereo-EEG electrodes in focal epilepsy: Current advances 
40187987,FEZF2,2025,Detection of brain somatic mutations from stereo-EEG electrodes in focal epilepsy: Current advances 
40186320,MTOR,2025,Visualizing epileptogenic regions using the chemical exchange saturation transfer method in a patien
40186320,TUBA1A,2025,Visualizing epileptogenic regions using the chemical exchange saturation transfer method in a patien
40186320,TUBB3,2025,Visualizing epileptogenic regions using the chemical exchange saturation transfer method in a patien
40186320,FEZF2,2025,Visualizing epileptogenic regions using the chemical exchange saturation transfer method in a patien
40179633,MTOR,2025,Scalp rhythmic epileptiform discharges in focal cortical dysplasia: A clinicopathological study.
40179633,TUBA1A,2025,Scalp rhythmic epileptiform discharges in focal cortical dysplasia: A clinicopathological study.
40179633,TUBB3,2025,Scalp rhythmic epileptiform discharges in focal cortical dysplasia: A clinicopathological study.
